"doc_path","document_class","materialization_decision","decision_rationale","disposition","standard_ids","semantic_owner_node_ids","materialized_target_node_ids","rollup_not_applicable_node_ids","materialized_rule_ids","rollup_not_applicable_rule_ids","human_decision"
"docs/enterprise-saas-capability-ontology.md","catalog-reference","task-materialize","Belgedeki uygulanabilir katalog, eşleme ve çalışma sözleşmeleri source-specific rule ile seçili executable görevlerin deliverable, kabul, test, doğrulama ve bakım içeriğine uygulanır; örnek veya geçmiş durum evidence sayılmaz.","task-materialized+task-ref+catalog","","std-contracts","capability-registry-contract|std-schema-foundation","","catalog-enterprise-capability-ontology","","no"
"docs/enterprise-saas-human-decision-queue.md","catalog-reference","task-materialize","Belgedeki uygulanabilir katalog, eşleme ve çalışma sözleşmeleri source-specific rule ile seçili executable görevlerin deliverable, kabul, test, doğrulama ve bakım içeriğine uygulanır; örnek veya geçmiş durum evidence sayılmaz.","task-materialized+task-ref+catalog","","std-contracts","std-docs","","catalog-enterprise-human-decision-ledger","","no"
"docs/enterprise-saas-phase-10-human-decision-audit.md","gap-audit","reference-only","Enterprise SaaS — Faz 10 İnsan Karar Denetimi (Human Decision Audit): tarihsel bulgu veya durum kaydıdır; runtime kanıtı değil, referanstır.","task-ref+catalog","","std-contracts","","","","","no"
"docs/enterprise-saas-phase-11-publish-readiness.md","gap-audit","reference-only","Tarihsel docs-instruction yayın/handoff anlık görüntüsüdür; runtime, pilot ve GA alanlarını NOT-RUN bırakır ve std-ci-gates üzerinde güncel executable gate sahibi değildir.","task-ref+catalog","","std-ci-gates","","","","","no"
"docs/enterprise-saas-phase-5-11-acceptance-oracles.md","catalog-reference","task-materialize","Belgedeki uygulanabilir katalog, eşleme ve çalışma sözleşmeleri source-specific rule ile seçili executable görevlerin deliverable, kabul, test, doğrulama ve bakım içeriğine uygulanır; örnek veya geçmiş durum evidence sayılmaz.","task-materialized+task-ref+catalog","","std-ci-gates","std-ci-gates","","catalog-enterprise-phase-oracles","","no"
"docs/enterprise-saas-phase-5-integration-decision.md","catalog-reference","task-materialize","Belgedeki uygulanabilir katalog, eşleme ve çalışma sözleşmeleri source-specific rule ile seçili executable görevlerin deliverable, kabul, test, doğrulama ve bakım içeriğine uygulanır; örnek veya geçmiş durum evidence sayılmaz.","task-materialized+task-ref+catalog","","std-contracts","golden-slice-ref","","catalog-enterprise-phase5-integration","","no"
"docs/enterprise-saas-phase-5a-strategy-commercial-candidates.md","catalog-reference","task-materialize","Belgedeki uygulanabilir katalog, eşleme ve çalışma sözleşmeleri source-specific rule ile seçili executable görevlerin deliverable, kabul, test, doğrulama ve bakım içeriğine uygulanır; örnek veya geçmiş durum evidence sayılmaz.","task-materialized+task-ref+catalog","","std-contracts","s-billing|s-commerce","","catalog-enterprise-strategy-commercial-candidates","","no"
"docs/enterprise-saas-phase-5b-identity-tenant-org-candidates.md","catalog-reference","task-materialize","Belgedeki uygulanabilir katalog, eşleme ve çalışma sözleşmeleri source-specific rule ile seçili executable görevlerin deliverable, kabul, test, doğrulama ve bakım içeriğine uygulanır; örnek veya geçmiş durum evidence sayılmaz.","task-materialized+task-ref+catalog","","k-sso","capability-registry-contract|policy-context-contract|tenant-context-contract","","catalog-enterprise-identity-tenant-candidates","","no"
"docs/enterprise-saas-phase-5c-data-metadata-candidates.md","catalog-reference","task-materialize","Belgedeki uygulanabilir katalog, eşleme ve çalışma sözleşmeleri source-specific rule ile seçili executable görevlerin deliverable, kabul, test, doğrulama ve bakım içeriğine uygulanır; örnek veya geçmiş durum evidence sayılmaz.","task-materialized+task-ref+catalog","","s-data-catalog","platform-migration-contract|s-data-catalog","","catalog-enterprise-data-metadata-candidates","","no"
"docs/enterprise-saas-phase-5d-security-privacy-compliance-candidates.md","catalog-reference","task-materialize","Belgedeki uygulanabilir katalog, eşleme ve çalışma sözleşmeleri source-specific rule ile seçili executable görevlerin deliverable, kabul, test, doğrulama ve bakım içeriğine uygulanır; örnek veya geçmiş durum evidence sayılmaz.","task-materialized+task-ref+catalog","","cc-security","cc-privacy|cc-security|s-cyber-grc","","catalog-enterprise-security-privacy-candidates","","no"
"docs/enterprise-saas-phase-5e-reliability-operations-candidates.md","catalog-reference","task-materialize","Belgedeki uygulanabilir katalog, eşleme ve çalışma sözleşmeleri source-specific rule ile seçili executable görevlerin deliverable, kabul, test, doğrulama ve bakım içeriğine uygulanır; örnek veya geçmiş durum evidence sayılmaz.","task-materialized+task-rollup-n-a+task-ref+catalog","","cc-obs","deploy-yap|s-observability","cc-obs","catalog-enterprise-reliability-operations-candidates","catalog-enterprise-reliability-operations-candidates","no"
"docs/enterprise-saas-phase-5f-integration-extensibility-candidates.md","catalog-reference","task-materialize","Belgedeki uygulanabilir katalog, eşleme ve çalışma sözleşmeleri source-specific rule ile seçili executable görevlerin deliverable, kabul, test, doğrulama ve bakım içeriğine uygulanır; örnek veya geçmiş durum evidence sayılmaz.","task-materialized+task-ref+catalog","","s-ipaas","dx-api-gateway|s-ipaas|sdk-public-contract","","catalog-enterprise-integration-extensibility-candidates","","no"
"docs/enterprise-saas-phase-5g-ux-globalization-accessibility-candidates.md","catalog-reference","task-materialize","Belgedeki uygulanabilir katalog, eşleme ve çalışma sözleşmeleri source-specific rule ile seçili executable görevlerin deliverable, kabul, test, doğrulama ve bakım içeriğine uygulanır; örnek veya geçmiş durum evidence sayılmaz.","task-materialized+task-rollup-n-a+task-ref+catalog","","std-ui-surfacing","s-i18n","cc-a11y-backend|cc-cultural-ux","catalog-enterprise-ux-globalization-candidates","catalog-enterprise-ux-globalization-candidates","no"
"docs/enterprise-saas-phase-5h-ai-data-science-candidates.md","catalog-reference","task-materialize","Belgedeki uygulanabilir katalog, eşleme ve çalışma sözleşmeleri source-specific rule ile seçili executable görevlerin deliverable, kabul, test, doğrulama ve bakım içeriğine uygulanır; örnek veya geçmiş durum evidence sayılmaz.","task-materialized+task-ref+catalog","","s-ai-governance","s-ai|s-ai-governance|s-rag","","catalog-enterprise-ai-data-candidates","","no"
"docs/enterprise-saas-phase-6-unknown-unknown-probes.md","gap-audit","task-materialize","P6-01…P6-14 NOT-RUN probe tasarımları sonuç uydurulmadan ilgili isolation, resilience, provider, automation, data ve legal-hold executable görevlerine dağıtılır.","task-materialized+task-ref+catalog","","std-ci-gates","cc-privacy|cc-security|dx-api-gateway|l1-audit|l1-import|platform-migration-contract|s-ai|s-bi|s-bpm|scale-multiregion|scale-workers|tenant-context-contract","","phase6-automation-data-integrity-probes|phase6-isolation-resilience-probes|phase6-provider-security-probes|phase6-retention-legalhold-probe","","no"
"docs/enterprise-saas-phase-7-traceability-baseline.md","catalog-reference","task-materialize","Belgedeki uygulanabilir katalog, eşleme ve çalışma sözleşmeleri source-specific rule ile seçili executable görevlerin deliverable, kabul, test, doğrulama ve bakım içeriğine uygulanır; örnek veya geçmiş durum evidence sayılmaz.","task-materialized+task-ref+catalog","","std-ci-gates","golden-slice-ref|std-ci-gates","","catalog-enterprise-traceability-baseline","","no"
"docs/enterprise-saas-phase-8-control-crosswalk.md","catalog-reference","task-materialize","Belgedeki uygulanabilir katalog, eşleme ve çalışma sözleşmeleri source-specific rule ile seçili executable görevlerin deliverable, kabul, test, doğrulama ve bakım içeriğine uygulanır; örnek veya geçmiş durum evidence sayılmaz.","task-materialized+task-ref+catalog","","std-contracts","std-ci-gates|std-contracts","","catalog-enterprise-control-crosswalk","","no"
"docs/enterprise-saas-phase-9-adversarial-review.md","gap-audit","reference-only","Enterprise SaaS — Faz 9 Tutarlılık, Dedup ve Adversarial Review: tarihsel bulgu veya durum kaydıdır; runtime kanıtı değil, referanstır.","task-ref+catalog","","s-ai-governance","","","","","no"
"docs/enterprise-saas-product-family-composition.md","catalog-reference","task-materialize","Belgedeki uygulanabilir katalog, eşleme ve çalışma sözleşmeleri source-specific rule ile seçili executable görevlerin deliverable, kabul, test, doğrulama ve bakım içeriğine uygulanır; örnek veya geçmiş durum evidence sayılmaz.","task-materialized+task-ref+catalog","","golden-slice-ref","s-commerce|s-pmo|s-property","","catalog-enterprise-product-family-composition","","no"
"docs/enterprise-saas-requirement-constitution.md","directive-contract","task-materialize","Pre-WBS constitution ürün runtime kanıtı yapılmadan std-docs ve golden-slice-ref görevlerinde requirement owner, validation, DoR ve değişiklik yönetişimi promptlarına uygulanır.","task-materialized+task-ref+catalog","","std-contracts","golden-slice-ref|std-docs","","enterprise-requirement-constitution-baseline-contract","","no"
"docs/enterprise-saas-requirement-program-preflight.md","catalog-reference","task-materialize","Belgedeki uygulanabilir katalog, eşleme ve çalışma sözleşmeleri source-specific rule ile seçili executable görevlerin deliverable, kabul, test, doğrulama ve bakım içeriğine uygulanır; örnek veya geçmiş durum evidence sayılmaz.","task-materialized+task-ref+catalog","","std-ci-gates","std-docs","","catalog-enterprise-program-preflight","","no"
"docs/enterprise-saas-requirements-unknown-unknowns-gap-2026-07-13.md","gap-audit","task-materialize","Açık enterprise requirement unknown-unknown bulguları evidence sayılmadan seçili executable görevlerin risk, kabul, test ve doğrulama sözleşmelerine uygulanır.","task-materialized+task-ref+catalog","","std-ci-gates","golden-slice-ref|s-commerce|std-docs","","enterprise-requirement-residual-validation","","no"
"docs/enterprise-saas-source-normalization-matrix.md","catalog-reference","task-materialize","Belgedeki uygulanabilir katalog, eşleme ve çalışma sözleşmeleri source-specific rule ile seçili executable görevlerin deliverable, kabul, test, doğrulama ve bakım içeriğine uygulanır; örnek veya geçmiş durum evidence sayılmaz.","task-materialized+task-ref+catalog","","s-data-catalog","std-schema-foundation","","catalog-enterprise-source-normalization","","no"
"docs/enterprise-saas-waterfall-claude-multi-agent-directive.md","catalog-reference","task-materialize","Belgedeki uygulanabilir katalog, eşleme ve çalışma sözleşmeleri source-specific rule ile seçili executable görevlerin deliverable, kabul, test, doğrulama ve bakım içeriğine uygulanır; örnek veya geçmiş durum evidence sayılmaz.","task-materialized+task-ref+catalog","","s-ai-governance","std-docs","","catalog-enterprise-waterfall-worker-directive","","no"
"docs/event-replay-projection-contract.md","directive-contract","task-materialize","Versioned envelope, transactional outbox, idempotency, checkpoint ve kontrollü replay kriterleri ilgili scale görevlerine doğrudan materyalize edilir.","task-materialized+task-ref","","k-bus","scale-projections|scale-streaming","","event-replay-projection-contract","","no"
"docs/evidence-taxonomy.md","engineering-standard","task-materialize","Kanıt Taksonomisi — Ne Kanıt Sayılır, Ne Sayılmaz: standard prose'u kopyalanmadan etkin rule'un görev-özgü kontrollerine kaynak olur.","task-materialized+task-rollup-n-a+task-ref","","dx-workflow|platform-factory","app-backend-x-atom|app-backend-x-kaya|app-backend-x-kum|app-backend-x-molekul|app-backend-x-tas|app-build-x-atom|app-build-x-kum|app-build-x-molekul|app-build-x-tas|app-content-collaboration-x-atom|app-content-collaboration-x-kum|app-content-collaboration-x-molekul|app-content-collaboration-x-tas|app-crosscut-x-atom|app-crosscut-x-kum|app-crosscut-x-molekul|app-customer-revenue-x-atom|app-customer-revenue-x-kum|app-customer-revenue-x-molekul|app-customer-revenue-x-tas|app-data-intelligence-x-atom|app-data-intelligence-x-kum|app-data-intelligence-x-molekul|app-data-intelligence-x-tas|app-finance-x-atom|app-finance-x-kum|app-finance-x-molekul|app-finance-x-tas|app-frontend-x-atom|app-frontend-x-kum|app-frontend-x-molekul|app-hr-x-atom|app-hr-x-kum|app-hr-x-molekul|app-hr-x-tas|app-kernel-x-atom|app-kernel-x-kum|app-kernel-x-molekul|app-landx|app-landx-core|app-layer1-x-atom|app-layer1-x-kum|app-layer1-x-molekul|app-platform-horizontal-x-atom|app-platform-horizontal-x-kum|app-platform-horizontal-x-molekul|app-platform-horizontal-x-tas|app-scale-x-atom|app-scale-x-kum|app-scale-x-molekul|app-supply-chain-x-atom|app-supply-chain-x-kum|app-supply-chain-x-molekul|app-supply-chain-x-tas|app-sus-x-atom|app-sus-x-kum|app-sus-x-molekul|app-vertical-x-atom|app-vertical-x-kum|app-vertical-x-molekul|app-vertical-x-tas|archetype-storage-contract|atom-crm-domain-blocklist|atom-crm-email-regex|atom-crm-score-range-check|atomic-type-contract|capability-registry-contract|cc-privacy|cc-security|customer|customer-app-core-shell|deploy-yap|dist-agritech|dist-agritech-core|dist-construction|dist-construction-core|dist-ngo|dist-ngo-core|dist-realestate|dist-realestate-core|dist-sahibinden|dist-sahibinden-core|dist-site|dist-site-core|dist-travel|dist-travel-core|dist-veteriner|dist-veteriner-core|dx-api-gateway|edition-creator|edition-creator-core|edition-departman-copilot|edition-departman-copilot-core|edition-onmuhasebe|edition-onmuhasebe-core|edition-people|edition-people-core|edition-randevu|edition-randevu-core|edition-salescrm|edition-salescrm-core|edition-storefront|edition-storefront-core|edu-u01|edu-u02|edu-u02b|edu-u03|edu-u04|edu-u04b|edu-u05|edu-u06|edu-u07|edu-u08|edu-u09|edu-u10|edu-u11|edu-u12|edu-u13|edu-u14|edu-u15|edu-u16|edu-u17|edu-u18|edu-u19|edu-u20|edu-u21|edu-u22|edu-u23|edu-u24|edu-u25|fe-ai-rt|fe-cdn|fe-core-ui|fe-deploy|fe-mobile|fe-monorepo|fe-tooling|geo-map-surface|golden-slice-ref|hello-platform-smoke|kum-crm-lead-dedup|kum-crm-lead-scoring|l1-audit|l1-import|landx-l0|landx-l1|landx-l2|landx-l3|landx-l4|landx-l5|m-crm-sales|molekul-crm-score-field-validator|molekul-crm-score-weight-config|platform-migration-contract|policy-context-contract|product|s-accounting|s-accounting-core|s-ai|s-ai-catalog|s-ai-catalog-core|s-ai-core|s-ai-governance|s-ai-governance-core|s-ai-voice|s-ai-voice-core|s-ap-automation|s-ap-automation-core|s-ats|s-ats-core|s-audit|s-audit-core|s-bi|s-bi-core|s-billing|s-billing-core|s-bpm|s-bpm-core|s-channel-hub|s-channel-hub-core|s-classifieds|s-classifieds-core|s-clinic|s-clinic-core|s-clm|s-clm-core|s-cmms|s-cmms-core|s-cms|s-cms-core|s-commerce|s-commerce-core|s-comms|s-comms-core|s-community|s-community-core|s-consolidation|s-consolidation-core|s-conversational|s-conversational-core|s-cpq|s-cpq-core|s-crm|s-crm-core|s-cyber-grc|s-cyber-grc-core|s-data-catalog|s-data-catalog-core|s-data-cleansing|s-data-cleansing-core|s-demand-planning|s-demand-planning-core|s-dms|s-dms-core|s-doc-matching|s-doc-matching-core|s-drive|s-drive-core|s-dropshipping|s-dropshipping-core|s-ecommerce-models|s-ecommerce-models-core|s-education|s-education-core|s-esg|s-esg-core|s-esign|s-esign-core|s-etl|s-etl-core|s-event|s-event-core|s-expenses|s-expenses-core|s-fixed-assets|s-fixed-assets-core|s-fleet|s-fleet-core|s-fpa|s-fpa-core|s-fraud-trust|s-fraud-trust-core|s-fsm|s-fsm-core|s-helpdesk|s-helpdesk-core|s-hrms|s-hrms-core|s-i18n|s-i18n-core|s-iam|s-iam-core|s-incentive|s-incentive-core|s-inventory|s-inventory-core|s-iot|s-iot-core|s-ipaas|s-ipaas-core|s-isg|s-isg-core|s-kvkk|s-kvkk-core|s-kyc-aml|s-kyc-aml-core|s-legaltech|s-legaltech-core|s-lms|s-lms-core|s-loyalty|s-loyalty-core|s-mail|s-mail-core|s-marketing|s-marketing-core|s-marketplace|s-marketplace-core|s-membership|s-membership-core|s-mrp|s-mrp-core|s-observability|s-observability-core|s-onboarding|s-onboarding-core|s-payment-methods|s-payment-methods-core|s-payroll|s-payroll-core|s-performance|s-performance-core|s-pim|s-pim-core|s-pmo|s-pmo-core|s-pms|s-pms-core|s-pos|s-pos-core|s-predictive|s-predictive-core|s-procurement|s-procurement-core|s-product-feed|s-product-feed-core|s-property|s-property-core|s-purchase|s-purchase-core|s-quality|s-quality-core|s-rag|s-rag-core|s-restaurant|s-restaurant-core|s-retail-execution|s-retail-execution-core|s-revenue-copilot|s-revenue-copilot-core|s-revenue-recognition|s-revenue-recognition-core|s-rpa|s-rpa-core|s-sales|s-sales-core|s-scheduling|s-scheduling-core|s-social|s-social-commerce|s-social-commerce-core|s-social-core|s-studio|s-studio-core|s-subscription-analytics|s-subscription-analytics-core|s-subscription-commerce|s-subscription-commerce-core|s-survey|s-survey-core|s-tax-compliance|s-tax-compliance-core|s-tms|s-tms-core|s-traceability|s-traceability-core|s-treasury|s-treasury-core|s-wiki|s-wiki-core|s-wms|s-wms-core|s-workforce|s-workforce-core|scale-aps|scale-cache|scale-counter|scale-gis|scale-idempotency|scale-invariant|scale-multiregion|scale-outbox|scale-projections|scale-ratelimit|scale-realtime|scale-saga|scale-streaming|scale-timeseries|scale-webhook|scale-workers|scale-workers-deep|sdk-app-core-template|sdk-module-template|sdk-public-contract|stack-builder|stack-builder-core|stack-channel|stack-channel-core|stack-compliance|stack-compliance-core|stack-messaging|stack-messaging-core|stack-service|stack-service-core|stack-workspace|stack-workspace-core|std-ci-gates|std-contracts|std-docs|std-schema-foundation|std-ui-surfacing|sus-actions|sus-bc-policy|sus-bitemporal|sus-boundaries|sus-codemod|sus-conformance|sus-declarative|sus-durable|sus-lisans-tr-hukuk|sus-metadata|sus-overview|sus-timi|sus-versioning|tas-crm-lead-mgmt|tenant-context-contract|urlp-00|urlp-01|urlp-02|urlp-03|urlp-04|urlp-05|urlp-06|urlp-07|urlp-08|urlp-09|urlp-10|urlp-11|urlp-12|urlp-13|urlp-14|urlp-15|urlp-16|urlp-program-work-unit","adr-0001|adr-0002|adr-0003|adr-0004|adr-0005|adr-0006|adr-0007|adr-0008|adr-0009|adr-0010|adr-0011|adr-0012|adr-0013|adr-0014|adr-0015|adr-0016|adr-0017|adr-0018|adr-0019|adr-0020|adr-0021|adr-0022|adr-0023|adr-0024|adr-0025-frontend-stack-uzlastirma|app-aday|app-atomic|app-backend|app-build|app-content-collaboration|app-core-operations|app-crosscut|app-customer-revenue|app-data-intelligence|app-dx|app-edu|app-egitim|app-finance|app-frontend|app-genel|app-hr|app-kararlar|app-kernel|app-layer0|app-layer1|app-meta|app-modul-matrisi|app-platform-horizontal|app-scale|app-supply-chain|app-sus|app-vertical|atomic-types|be-deploy-profilleri|be-destek-matrisi|be-kararlar|be-sdk|build-app-katalogu|build-enterprise-readiness|cc-a11y-backend|cc-compliance-matrix|cc-content-jurisdiction|cc-cultural-ux|cc-fx-ledger|cc-graphql-guvenlik|cc-i18n-deep|cc-i18n-standards|cc-identity-models|cc-jurisdiction-resolver|cc-notification-consent|cc-obs|cc-obs-deep|cc-resolver-ops|cc-rollout|cc-tr|dist-clinic|dist-education|dist-legal|dist-membership|dist-restaurant|dx-cli|dx-marketplace|dx-workflow|fe-anti|fe-eng-standards|fe-locked|fe-theme|k-actor|k-agent-runtime|k-archetype-bayraklari|k-archetype-computation|k-archetype-fieldtypes|k-archetype-mode-profile|k-archetype-storage|k-authz|k-boyut1-ops-panel|k-boyut2-developer-panel|k-boyut3-tenant-panel|k-bus|k-calendar-capacity|k-capability|k-computation|k-control-planes|k-edge-gateway|k-genealogy-graph|k-granulerlik|k-identity|k-jurisdiction|k-kpi-registry|k-mdm|k-mod-l|k-mode|k-party|k-plugin|k-policy-pdp|k-schema|k-search|k-sequence|k-sozlesme|k-sso|k-storage|k-surface|k-surface-consumer|k-tenancy|k-tenancy-deep|k-terminoloji|k-wbs|k-worker|l1-aeo|l1-analytics|l1-experiment|l1-export|l1-file|l1-misc|l1-notification|l1-party|l1-pseo|l1-quiet-hours|l1-redirect|l1-search|l1-search-deep|l1-seo|l1-sitemap|l1-tagmanager|l1-webhook-in|l1-workflow|landx-overview|platform-authn-authz|platform-cicd|platform-customer-graphql|platform-customer-model|platform-customer-seed|platform-customer-ui|platform-db-schema|platform-factory|platform-graphql-api|platform-observability|platform-seed-data|platform-tenancy|platform-ui-surface|services|stack-editions|sus-lisans-vakalar|sus-llm-hata-katalogu","evidence-dod","evidence-dod","no"
